Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-07-02,61610.136826383,61950.019862427,61139.858411733,61309.952617551,526099.67264542
2020-07-03,61450.120015165,61929.865073227,61269.948414746,61539.90043978,416800.82668804
2020-07-06,61450.120015165,63580.11478282,61360.034214956,63330.012171392,740300.48404094
2020-07-07,63169.995360173,63319.934776793,62299.980293069,62360.139285073,666899.7262672
2020-07-08,62179.967684655,62580.009712702,61939.942467827,62129.886087251,641600.06200591
2020-07-09,62110.036673645,62729.949129322,62049.877681641,62360.139285073,663099.16059308
2020-07-10,62299.980293069,62299.980293069,59759.866102767,60279.920739228,1577400.1248831
2020-07-13,60999.996389713,61379.883628561,59999.891319595,60639.958564471,673799.09884931
2020-07-14,60239.916536424,60509.868561457,59310.04785291,59360.129450314,643700.42632038
2020-07-15,60020.046108795,60049.972917,59240.1168419,59729.939294562,557900.18386196
2020-07-16,59750.094083761,60799.97537569,59539.995675138,60319.924942033,608000.45482059
2020-07-17,60469.864358652,60660.11335367,59200.112639095,59539.995675138,650999.96185732
2020-07-20,59440.137855923,59499.991472333,58290.093369186,58600.049597024,477100.01354538
2020-07-21,58899.928430263,59680.163072752,58800.070611048,59339.974661115,552899.78425454
2020-07-22,59019.941038677,59350.052055714,58600.049597024,58850.152208452,453700.30465554
2020-07-27,58029.913363159,58939.932633067,57879.97394654,58650.131194429,516299.93730477
2020-07-28,58530.118586015,58800.070611048,58219.856982583,58250.089166382,417400.4161891
2020-07-29,58100.149749762,58800.070611048,58029.913363159,58330.097571991,417598.86033855
2020-07-30,58530.118586015,58899.928430263,57900.128735739,57900.128735739,397499.6771621
2020-07-31,57479.931918492,57549.862929502,55920.073384703,56049.858012122,650299.84041916
2020-08-03,56550.063234978,57719.957135321,56520.136426773,57660.103518911,779800.03881806
2020-08-04,57890.051341139,59350.052055714,57860.124532934,58960.087422267,559500.1807501
2020-08-05,58499.886402216,58920.083219462,57869.89655194,58659.903213434,473499.52934867
2020-08-06,58450.110180405,58920.083219462,58219.856982583,58809.842630054,364899.16750149
2020-08-07,59200.112639095,59339.974661115,58429.955391206,59030.018433277,344799.00192825
2020-08-11,59799.870305572,60359.929144838,59480.142058728,59630.081475347,543799.51542086
2020-08-12,60209.989728219,60370.006539437,59790.098286566,60110.131909004,459499.72031026
2020-08-13,61200.017403737,61809.852464813,60909.910589504,61339.879425756,629500.20833896
2020-08-14,61629.986239989,61729.844059204,61210.094798336,61589.982037184,475500.99905402
2020-08-17,61450.120015165,61629.986239989,60780.125962084,61019.845803319,406999.45401942
2020-08-18,61379.883628561,61379.883628561,60639.958564471,60949.914792309,307199.075057
2020-08-19,60860.134367694,61419.887831366,60700.117556475,61250.099001141,282599.85969945
2020-08-20,61040.000592518,61170.090595532,60469.864358652,60639.958564471,301099.04598777
2020-08-21,61069.927400723,61699.917250999,60999.996389713,61059.850006123,371600.09593415
2020-08-24,61349.956820356,62110.036673645,61080.004795323,62110.036673645,405300.56252215
2020-08-25,62959.89695155,64040.010427277,62809.957534931,63530.033185416,617499.90421232
2020-08-26,63669.895207435,64090.092024682,63349.861584998,63540.110580015,304000.0636775
2020-08-27,63940.152608063,63960.002021668,62910.12072974,63340.089565992,316899.91578852
2020-08-28,63539.989183743,63560.067604938,58830.078320915,61310.067557046,698100.20736279
2020-08-31,62630.071641389,63439.901296269,62410.121663749,63279.882363712,616199.53479497
2020-09-01,62940.070295906,63599.920228826,62860.060829627,63379.970251186,350299.20587703
2020-09-02,63849.987838259,64359.85804922,63609.959439424,63650.116281814,399399.7696319
2020-09-03,65549.9608328,66399.94733007,65280.119020674,65929.929742997,961000.39003348
2020-09-04,64929.963523767,65929.929742997,64810.101433601,65810.067652831,495799.88900219
2020-09-07,66089.948675554,66169.958141832,65629.970299078,66069.870254358,310799.63605113
2020-09-08,66520.113638739,67399.9135493,66479.956796349,67239.894616743,452898.81667092
2020-09-09,66730.024405782,66929.895962227,66210.114984223,66529.848630834,396499.55156029
2020-09-10,66999.866217907,67229.855406145,66270.046029306,66420.025751265,452700.93258624
2020-09-11,66299.859442596,67399.9135493,65229.922967686,67179.96357166,947399.63938965
2020-09-14,67120.032526577,67290.090669731,66060.135262264,66089.948675554,408098.78029118
2020-09-15,65849.920276718,66050.096051666,65399.98111084,65909.851321801,329299.82570179
2020-09-16,65880.037908511,65929.929742997,65260.040599479,65510.108208912,293400.62859925
2020-09-17,65500.068998314,65510.108208912,64640.043290446,64669.856703736,281400.04361025
2020-09-18,64679.895914334,65149.913501407,64609.925658653,64870.032478684,291000.38011701
2020-09-23,64790.023012406,64790.023012406,63929.997304538,64619.964869251,379299.41432641
2020-09-24,64469.985147292,64650.082501044,63919.95809394,64120.133868888,346299.77787327
2020-09-25,64500.102779085,65299.893223367,64500.102779085,64800.062223003,462000.82714384
2020-09-28,65379.902689645,65890.077119109,65209.84454649,65449.872945326,474799.52269364
2020-09-29,65900.116329707,66319.937863792,65430.098742634,66099.987886152,410999.98449609
2020-09-30,65919.890532399,66539.887841432,65260.040599479,65859.959487316,692899.34027349
2020-10-02,66750.102826977,66960.01359402,66169.958141832,66500.035217544,631299.53678467
2020-10-05,66999.866217907,67479.923015578,66520.113638739,66789.955450865,488599.14355546
2020-10-06,67259.973037938,67259.973037938,66619.89730771,66699.906773989,361399.45115186
2020-10-07,66379.868908875,66740.063616379,66290.124450502,66489.996006946,350900.08977535
2020-10-08,66949.974383422,67290.090669731,66500.035217544,67290.090669731,449100.55986288
2020-10-09,67729.990625011,69559.864920316,67639.941948135,69220.05285251,913299.80687104
2020-10-12,69039.955498757,69589.982552109,68510.006866601,69150.082596829,453900.07069405
2020-10-13,69550.129928221,69760.040695264,68649.947377963,68780.152897229,298399.99578173
2020-10-14,69080.112341148,69840.050161542,68770.113686632,69649.913597192,446100.08490452
2020-10-15,69659.95280779,70480.12589177,69320.140739984,70419.890628184,524399.06990455
2020-10-16,72100.089420032,73829.875827863,71819.904178806,73430.132714974,1001799.0261428
2020-10-19,73740.13136949,74159.952903575,72870.066451024,73330.0448275,449399.35825652
2020-10-20,73129.869052552,73400.015083181,72509.87174352,73149.947473747,379299.41432641
2020-10-21,73010.006962386,73139.90826315,71989.962321961,72090.050209435,386800.27301119
2020-10-22,72170.059675713,72759.939352953,72069.971788239,72379.970442756,300600.38791267
2020-10-23,72899.879864314,73330.0448275,72589.881209798,72659.851465479,329599.61022874
2020-10-26,73079.977218067,73689.935316502,72829.909608634,73650.082692614,287999.90515866
2020-10-27,73689.935316502,73880.071880852,73139.90826315,73630.004271418,292200.50435813
2020-10-28,73880.071880852,75239.928589083,73699.974527099,74210.148956563,536599.51124486
2020-10-29,74169.992114173,74640.009701246,72659.851465479,73120.134060457,534599.30417632
2020-10-30,73570.073226335,73730.092158892,72580.146217703,72710.047518467,454699.16738815
2020-11-02,72459.979909034,72940.036706705,71330.112389041,72589.881209798,412499.23584196
2020-11-04,74490.029979286,74849.920468288,73829.875827863,74379.902881215,597399.56061736
2020-11-05,74539.921813772,75280.085431474,73820.140835768,74399.98130241,606799.71206172
2020-11-06,74219.883948658,75619.89749928,74159.952903575,75479.956987918,579699.45379412
2020-11-09,77200.008403655,79020.147706864,76270.012440106,78310.101720956,733600.02047382
2020-11-10,79809.898940549,80509.90571586,76770.147658972,76840.117914653,888700.05397243
2020-11-11,78000.103066439,79499.900286032,77629.869148337,79150.049007628,690900.11933827
2020-11-12,79989.996294301,81139.94223549,79569.870541713,80620.032813931,1050999.5180734
2020-11-13,80759.973325293,83430.099125773,80509.90571586,83430.099125773,1154600.7116015
2020-11-16,84929.896345366,86280.018061503,83609.892261023,85970.019406987,819099.09349837
2020-11-17,86670.026182298,88630.105996869,85409.953143037,87440.003213289,1175099.7934763
2020-11-18,86429.997783462,87019.877460702,84999.866601047,85200.042375995,752399.33722922
2020-11-19,85150.150541509,85350.022097954,82880.072072421,83250.001772021,751000.01405901
2020-11-20,82180.06529711,82239.996342193,80729.8556935,81129.903024892,861599.79570483
2020-11-24,82049.859777843,83520.147802649,81630.038243759,82999.934162588,884700.62596867
2020-11-25,85370.100519149,86959.946415618,82999.934162588,83679.862516703,1095000.7864701
2020-11-26,83679.862516703,84249.96799125,82929.963906907,83590.11805833,472800.30175841
2020-11-27,83500.069381454,84140.145111682,82650.082884184,84130.105901084,510100.46558668
2020-11-30,85619.86391008,85939.901775193,84179.99773557,85939.901775193,705700.00808991
2020-12-01,86690.104603493,87799.893702291,85859.892308915,87559.865303456,751700.16871077
2020-12-02,87559.865303456,87600.022145846,86089.881497153,87189.935603856,544199.31197198
2020-12-03,85690.138384263,87780.119499599,85619.86391008,87669.992401527,523400.11685915
2020-12-04,87109.926137578,88170.127620394,86419.958572864,86419.958572864,529498.69397378
2020-12-07,86719.918016783,86770.114069771,84580.045066962,85270.012631675,429800.2873848
2020-12-08,84929.896345366,85859.892308915,84210.115367363,85399.913932439,442698.58239915
2020-12-09,85779.882842637,87049.995092495,85680.099173666,86009.872030874,455800.34958693
2020-12-10,85600.089707387,85660.02075247,84730.024788921,85140.111330912,412400.29379962
2020-12-11,84500.035600684,84949.974766562,83529.882794744,84030.01801361,684999.42630831
2020-12-14,83399.98149398,84769.877412809,83260.040982618,84299.859825736,424999.79042032
2020-12-15,84299.859825736,84769.877412809,83929.930126137,84379.869292014,228501.22304734
2020-12-16,84799.995044602,85389.874721842,84389.908502612,84929.896345366,360299.25508639
2020-12-17,85450.109985428,85450.109985428,84299.859825736,84299.859825736,278700.99673437
2020-12-18,84639.976112045,85130.072120314,83960.04775793,84559.966645767,436599.0191512
2020-12-21,84849.886879088,84890.043721478,83609.892261023,83929.930126137,286399.73950383
2020-12-22,84280.085623044,84639.976112045,83709.980148496,84420.026134405,358399.96232682
2020-12-23,84420.026134405,84750.103210117,84079.909848096,84319.938246931,213999.47526713
2020-12-24,84880.004510881,86080.146505058,84740.063999519,85920.127572501,363700.75759177
2020-12-25,85929.862564596,86590.016716019,85820.039685027,86319.870685391,206999.57230501
2020-12-28,86470.154625853,87230.092446247,85559.932864996,86900.015370535,400399.70881061
2020-12-29,87230.092446247,91180.06548868,86779.849061866,90810.135789081,830400.18125782
2020-12-30,91449.907300806,93030.01820518,91040.124977319,92469.951941231,911099.41474009
2021-01-04,93970.053379327,94179.964146369,90999.968134928,91049.859969413,652099.71803082
2021-01-05,90100.089803172,90560.068179648,89170.093839623,89170.093839623,560900.46574982
2021-01-06,88640.145207467,88989.996485871,86850.12353605,86959.946415618,632199.54778774
2021-01-07,87949.87342425,88429.930221921,86959.946415618,88349.920755643,692100.24357939
2021-01-08,89620.033005501,91730.092542032,88850.055974509,91730.092542032,967599.92287078
2021-01-12,90759.939736092,92219.884331798,90010.041126296,91110.095232999,582899.78510378
2021-01-13,91120.134443597,92750.137182457,90720.087112205,92130.139873424,481300.1134886
2021-01-14,92169.992497312,95310.135884866,91510.142564392,93660.05472481,860199.81511241
2021-01-15,93799.995236172,94639.942522845,90550.02896905,90989.92892433,848399.41518581
2021-01-18,89790.091148656,90849.988412969,88969.918064675,90209.912682741,372200.56932196
2021-01-19,91420.093887516,93539.888416141,91040.124977319,92970.087160097,677899.92388165
2021-01-20,93500.035792253,93500.035792253,90899.880247454,91110.095232999,562399.38838458
2021-01-21,92190.070918508,92399.98168555,91159.987067485,91870.033053394,323099.01943378
2021-01-22,91820.141218908,92330.011429869,91129.869435692,91820.141218908,324400.05798386
2021-01-25,92030.051985951,93999.866792617,91459.946511403,93999.866792617,499400.26172555
2021-01-26,93600.123679727,93680.133146006,91400.01546632,91640.043865156,532399.89817869
2021-01-27,92289.854587478,92699.941129469,90470.019502771,90679.930269814,382699.93069847
2021-01-28,88799.859921521,91250.035744361,88780.085718828,90459.980292174,462000.82714384
2021-01-29,91100.056022402,91890.111474589,89480.092494139,89819.904561946,516300.28572138
2021-02-01,90030.119547491,91549.99518828,89650.150637294,91519.877556487,367198.90116175
2021-02-02,91519.877556487,91759.905955322,90260.108735729,91510.142564392,380498.55243422
2021-02-03,91059.899180011,92280.119595384,90320.039780812,92200.110129105,499999.17335725
2021-02-04,92200.110129105,92919.891107109,91020.046556123,91020.046556123,379400.32863537
2021-02-05,92190.070918508,92970.087160097,91350.123631835,92210.149339703,493999.53828496
2021-02-08,91919.924887879,93740.064191089,91689.935699641,93629.937093017,624000.50671782
2021-02-09,93629.937093017,95479.889809517,92820.107438138,95130.038531113,594800.11320603
2021-02-10,94649.981733442,95530.085862506,94220.12098876,95530.085862506,468300.57545419
2021-02-12,95939.868185993,97020.148090004,95210.047997392,95549.860065198,660599.85847211
2021-02-15,95690.104795063,99780.018348858,95649.947952672,99459.980483744,641999.7406458
2021-02-16,100599.88721433,104099.61687239,99870.067025734,102500.34020233,773198.86105316
2021-02-17,102200.0765399,103249.63037512,100699.97510181,102650.31992429,455800.34958693
2021-02-18,103449.50193156,107499.56286147,103350.02248109,107349.58313951,838599.22232774
2021-02-19,105250.47546908,107750.23890791,103249.63037512,104749.42759471,731799.99846769
2021-02-22,105750.30646945,107100.12396708,104399.57631631,104899.71153517,451300.62328271
2021-02-24,105000.10364115,108449.94146472,104800.2320847,106999.73186111,749698.97550892
2021-02-25,108600.07209867,109550.14022843,107199.85986782,109550.14022843,620999.85098007
2021-02-26,107699.78389648,108450.42877983,105000.13343448,105000.13343448,773600.12927494
2021-03-01,106149.62481064,108049.76107016,105600.22439056,107850.33782375,532600.49374504
2021-03-02,109949.89732967,110500.20835819,104699.63265223,104699.63265223,671799.73205002
2021-03-03,104750.32318822,106300.48227406,103599.92120363,104949.74643463,546499.66222192
2021-03-04,101949.59519037,102950.35385613,98829.850705503,99229.91134289,1077900.2988575
2021-03-05,97199.861613875,97619.955636745,93720.123262586,95870.069768359,1393099.664693
2021-03-08,98839.867398245,99249.944728373,93320.0626252,94280.147447699,904999.96691809
2021-03-09,93000.135529748,94980.101795053,91830.003695814,94020.016972554,758299.80970342
2021-03-10,94020.016972554,94200.013905764,91609.939991637,91749.87015388,726100.01998115
2021-03-11,91830.003695814,94990.118487795,91830.003695814,94829.851403926,655999.30729117
2021-03-12,93510.076251151,95379.858896296,92400.044573669,94699.937934425,1131800.6344188
2021-03-15,95330.078968731,97189.844921133,94869.918174893,95389.875589038,619199.73586576
2021-03-16,95010.151873279,96879.934518424,94309.893989781,95190.148806488,495499.14606694
2021-03-17,94499.907615732,96240.08032752,94189.997213022,95999.98323786,421900.00321612
2021-03-18,97609.938944004,99199.861264664,96060.083394311,96930.017982133,678300.11113502
2021-03-19,95999.98323786,97650.005714971,90299.877995461,91019.8657283,1542798.8057814
2021-03-22,87999.984634705,89779.920581316,86560.009169028,86889.952957222,1331200.2817351
2021-03-23,87470.010527818,88930.019378978,85639.991117497,86800.106258689,1067999.6657288
2021-03-24,85579.890961046,86030.035062141,83000.137275805,83739.854857983,1054700.0963566
2021-03-25,82909.987041128,85170.117167061,82570.026560193,84899.969999175,916399.92725859
2021-03-26,85989.968291174,86169.965224384,83660.024852192,85650.007810239,915199.08179891
2021-03-29,86149.9318389,88250.098417107,85599.924346529,86390.02892856,800399.90310433
2021-03-30,87769.904237786,89399.893329414,87029.883119464,89130.049697671,706400.22434146
2021-03-31,88560.008819817,89099.999619446,87130.050046882,88129.898104205,731500.03587402
2021-04-01,87999.984634705,89189.846317979,87409.910371367,87959.917863737,569800.01754029
2021-04-02,88780.072523994,90499.908314155,88649.85551835,90469.858235929,650399.9741135
2021-04-05,92159.947484008,93150.082384732,91830.003695814,92600.074892362,708200.33945577
2021-04-06,93370.146088909,93739.853111926,90630.125319799,91209.879354251,756499.36513905
2021-04-07,91099.999270234,91219.896046993,89439.960100381,89490.04356409,612499.7100459
2021-04-08,89110.016312187,91269.979510702,88879.935915269,90980.102493476,626999.13652758
2021-04-09,92600.074892362,92610.091585104,87079.966583173,87890.104550688,1430300.1768385
2021-04-12,87850.037779721,88630.12566901,86820.139644173,87310.046980092,586599.99377366
2021-04-13,87300.03028735,90729.988711073,87300.03028735,90719.972018332,827199.67693372
2021-04-14,91199.862661509,91609.939991637,89340.096709106,89749.870503091,545799.91029974
2021-04-15,89279.996552655,90390.028230138,88659.872211092,89799.9539668,360399.5842778
2021-04-16,90119.881062252,91219.896046993,89870.070815993,90230.064682412,583200.06918002
2021-04-19,89949.900821784,90230.064682412,88309.895037414,89340.096709106,538099.67410523
2021-04-20,87919.85109277,88970.086149945,87079.966583173,87399.893678625,635499.27746175
2021-04-21,85900.121592641,86770.056180463,85399.894027836,85680.057888464,689399.61302305
2021-04-22,86820.139644173,87860.054472462,85799.954665223,87819.987701495,609400.24390471
2021-04-23,86699.93933127,87759.887545044,86230.065380835,87490.043913301,411200.45369791
2021-04-26,87000.136577382,88829.852451559,86179.981917125,88220.048338882,639200.31940797
2021-04-27,88600.075590784,89619.957033591,88309.895037414,89340.096709106,544700.20600772
2021-04-28,89650.007111816,90100.151212912,88529.958741591,89730.140653751,483500.57497192
2021-04-30,89520.093642316,89919.850743559,88600.075590784,89710.107268267,528299.19379401
2021-05-06,90109.86436951,92889.951909588,90040.051056461,92790.088518313,829099.2859654
2021-05-07,92879.935216846,93000.135529748,91419.926365686,92109.864020299,684599.19623487
2021-05-10,91140.066041202,91520.093293104,87300.03028735,87660.024153769,1044699.3104104
2021-05-11,87110.016661399,87929.867785512,86519.942398061,87039.899812206,641600.03362698
2021-05-12,87470.010527818,88740.005753026,86400.045621302,87049.916504948,877199.653264
2021-05-13,86440.11239227,86489.892319835,83730.141701385,84220.049037304,845999.41501626
2021-05-14,84469.859283563,86930.019728189,83830.005092659,86930.019728189,904999.96691809
2021-05-17,87480.02722056,87609.94069006,84699.939680482,86090.135218592,535900.2655212
2021-05-18,85999.984983916,89130.049697671,85809.971357964,88930.019378978,823699.27007253
2021-05-19,87000.136577382,87629.974075544,85500.060955255,86149.9318389,962499.54435784
2021-05-20,84299.879043095,86149.9318389,83880.088556369,85700.091273948,732599.41071598
2021-05-21,86339.945464851,87180.133510592,85830.004743448,86630.126018221,549800.42234825
2021-05-24,86210.031995351,87660.024153769,85850.038128932,86760.039487721,465299.4476439
2021-05-25,87180.133510592,87969.934556479,86770.056180463,87569.873919093,458299.62227169
2021-05-26,87039.899812206,88400.045272091,86990.11988464,88030.03471293,464299.89616938
2021-05-27,88030.03471293,88030.03471293,86659.872560303,87979.951249221,747699.42465253
2021-05-28,88879.935915269,89860.054123251,88580.042205301,89830.004045026,795699.63913364
2021-05-31,89500.060256832,90499.908314155,88479.875277882,89170.116468639,596499.6385522
2021-06-01,89749.870503091,90299.877995461,88560.008819817,88899.969300752,500500.19794015
2021-06-02,88109.864718721,88839.869144301,87449.977142334,88770.055831252,547099.92022673
2021-06-03,87710.107617478,87919.85109277,84549.992825498,85100.000317868,1042399.7490089
2021-06-04,84400.045970514,85579.890961046,84010.002025869,85100.000317868,608200.38679521
2021-06-07,85749.871201513,86090.135218592,84119.882109886,84119.882109886,493100.42019811
2021-06-08,84200.01565182,84699.939680482,82600.076638418,83259.964214805,501300.10267982
2021-06-09,82899.970348386,83419.927762531,82499.909711,82829.853499193,366599.50491034
2021-06-10,82529.959789225,83520.09468995,82450.129783434,83279.997600289,449899.63415501
2021-06-11,83360.131142224,83619.958081224,82499.909711,82499.909711,611200.68846908
2021-06-14,83389.877684306,84420.079355997,83049.91720337,84329.929121321,467999.62031537
2021-06-15,84100.152260546,84669.889602256,83819.988399918,84060.085489578,500899.16195981
2021-06-16,83399.894377047,83939.885176676,81429.944804484,81769.90528542,634899.01945694
2021-06-17,80879.937312114,82149.932537322,80729.99045713,81860.055520096,612400.54557858
2021-06-18,82709.956722435,83559.857924773,82260.116157483,82469.859632774,670599.87494051
2021-06-21,81449.978189968,81449.978189968,78100.153308179,78879.937661325,1013599.2249801
2021-06-22,80800.107306323,81439.961497226,79880.089254791,81350.114798693,882699.82197436
2021-06-23,81350.114798693,83330.081063998,81279.9979495,83019.867125145,612700.01568087
2021-06-24,82729.990107918,83259.964214805,81989.968989597,82909.987041128,325599.77470155
2021-06-25,83330.081063998,83650.00815945,82709.956722435,82709.956722435,379900.06263269
2021-06-28,82709.956722435,84930.0200774,82410.063012467,84699.939680482,568400.84314599
2021-06-29,84750.023144191,85140.067088835,83209.880751096,83680.058237675,555200.43824112
2021-06-30,83639.991466708,84040.052104094,82649.856565984,83629.974773966,454000.29902101
2021-07-01,83700.091623159,84070.10218232,82780.073571628,83830.005092659,384700.47942087
2021-07-02,83350.114449482,83769.904936208,82829.853499193,83079.967281596,381799.67166437
2021-07-05,82250.099464741,82940.037119353,81320.064720468,81500.061653677,462599.93387255
2021-07-06,81690.075279628,82509.926403741,81459.99488271,81870.072212838,378099.61806832
2021-07-07,80509.926752953,81599.925044952,80090.136266226,80960.070854048,548699.72970606
2021-07-08,80560.010216662,80859.90392663,79379.861689986,79900.122640275,607600.1287904
2021-07-09,78600.077336841,80020.019417033,78010.003073503,79680.058936098,923099.95307845
2021-07-12,81399.894726259,82139.915844581,80610.093680371,80610.093680371,534799.57287902
2021-07-13,81300.031334984,81850.038827354,80839.870541146,80839.870541146,452600.13627653
2021-07-14,80509.926752953,81029.884167098,80060.086188001,80489.893367469,429499.09824296
2021-07-15,80499.910060211,80750.023842613,79279.998298711,79599.925394163,486200.08874327
2021-07-16,77199.865105988,78100.153308179,75629.976170811,77520.095737583,1267000.3490254
2021-07-19,76020.020115456,77069.951636488,75910.140031439,76659.874306359,558200.41046493
2021-07-20,75510.079394053,76440.114138326,75369.845695667,75799.956411279,653100.14678496
2021-07-21,76649.857613617,76960.071552471,74859.904974264,75120.035449408,567899.42015844
2021-07-26,76560.010915084,76829.854546827,75510.079394053,75809.973104021,413699.33238423
2021-07-27,75789.939718537,76440.114138326,75429.945852118,75969.936651747,320399.40554354
2021-07-28,74899.971745231,75290.015689876,73670.04329099,73959.920308216,613199.46196808
2021-07-29,74060.087235634,74970.088594424,73959.920308216,74630.128113489,375199.798662
2021-07-30,74499.911107845,74539.977878812,73409.912815846,73919.853537249,493400.21975046
2021-08-02,73799.95676049,74349.964252861,73379.86273762,73789.940067748,426100.16199949
2021-08-03,73049.918949426,73490.04635778,72430.098144007,73130.052491361,452499.98345904
2021-08-04,73130.052491361,73799.95676049,72800.108703168,73650.009905506,341099.74100794
2021-08-05,73399.896123104,74329.930867377,73110.019105877,73130.052491361,276099.9035586
2021-08-06,72849.888630733,73730.143447441,72849.888630733,73320.066117313,250100.03446887
2021-08-10,73680.059983732,74469.861029619,73199.86580441,74030.037157409,346899.37982058
2021-08-11,74689.924733796,75599.926092586,74299.880789151,75599.926092586,404300.12224308
2021-08-12,76400.047367359,76869.921317794,75300.032382618,75389.879081151,504799.19174078
2021-08-13,75279.998997134,75799.956411279,74920.005130715,75429.945852118,508099.292967
2021-08-16,74820.14173944,74879.938359747,73019.868871201,73219.899189894,420199.05256912
2021-08-17,73449.979586813,73769.906682265,73140.069184103,73150.085876845,264000.19129592
2021-08-18,73170.119262329,73929.87022999,72440.114836749,73799.95676049,313399.90962139
2021-08-19,73599.926441797,73840.023531458,72990.122329119,73239.932575378,448299.82467567
2021-08-20,73300.032731829,73459.996279555,71830.007187927,72050.070892104,429399.93377565
2021-08-23,71759.890338734,73069.95233491,71480.03001425,72869.922016217,453100.24146385
2021-08-24,73000.139021861,73670.04329099,72950.055558152,73459.996279555,394400.47746454
2021-08-25,73459.996279555,74149.933934167,73069.95233491,73219.899189894,299500.74114452
2021-08-26,73730.143447441,73769.906682265,72849.888630733,73340.099502796,293999.58408398
2021-08-27,72440.114836749,72849.888630733,71799.957109701,72509.928149798,383800.42186371
2021-08-30,72479.88523225,72679.858535886,71029.851882284,71029.851882284,414499.68417213
2021-08-31,70530.06988893,72520.121918156,70150.090358875,72520.121918156,661399.94636843
2021-09-01,72700.128144576,73690.011124148,72499.852309466,73349.965748524,596499.92189506
2021-09-02,73559.922590769,73630.109892499,72809.947069265,73199.910137929,448599.60739194
2021-09-03,72459.918155034,74679.89410372,71699.959094922,74629.976410679,793299.61157576
2021-09-06,76319.917218714,76800.034666324,75609.875851643,76620.028439904,716999.78143559
2021-09-07,76509.906983742,77079.876278825,75589.908774427,75949.921227266,572700.08404939
2021-09-08,75909.987072833,76679.929671553,74799.999098491,75890.019995617,660400.05040049
2021-09-09,75399.919009399,75589.908774427,74989.988863518,75399.919009399,422599.99841682
2021-09-10,76129.927453686,76370.137443227,75199.945705763,75880.036457009,798300.41359192
2021-09-13,75860.069379793,75860.069379793,74770.048482666,75670.079614765,322499.99988686
2021-09-14,75719.997307806,76639.995517121,75310.067161925,75530.007542778,442599.23995197
2021-09-15,74859.900330139,76279.983064281,74839.933252923,75939.937688658,458799.86844134
2021-09-16,76970.057354136,77759.967030072,76339.88429593,76659.962594337,578299.83201394
2021-09-17,77379.987500016,77459.855808881,76339.88429593,76390.104520444,540999.91115263
2021-09-21,75500.056926953,76750.116973283,74619.992872071,74629.976410679,615100.30070747
2021-09-22,74629.976410679,76149.894530902,74439.986645651,75959.904765874,519099.71037397
2021-09-24,77150.063580555,77340.053345583,76529.874060958,77100.145887515,520999.34744099
2021-09-27,77130.096503339,78919.872697455,76849.952359365,78879.938543023,521199.6571787
2021-09-28,79239.950995862,80909.924726681,78299.985709331,78669.981700778,922999.83619777
2021-09-29,77769.95056868,79289.868688903,77579.960803652,79079.911846659,578799.94526997
2021-09-30,79799.936752338,82690.019913662,79750.019059297,82480.063071417,1542899.9680954
2021-10-01,81999.945623807,82060.149386929,78319.952786547,79020.01061501,975700.13822999
2021-10-04,80199.88335961,80450.07688776,77959.940333708,78270.035093506,682699.54847808
2021-10-05,75249.863398803,75989.855381699,72510.138379548,72849.881223698,997299.54385795
2021-10-06,72849.881223698,73559.922590769,69940.13351663,70589.971120579,990499.92073189
2021-10-07,70589.971120579,72649.907920062,70350.063662511,71470.035175462,586999.75329527
2021-10-08,72099.905702194,73660.060508323,71689.975556314,72479.88523225,752999.34172241
2021-10-11,72200.043619749,74699.861180936,71509.969329894,73519.988436336,526799.73568737
2021-10-12,73179.943060713,73389.899902957,71070.08856819,71110.022722622,645399.29707264
2021-10-13,70459.8825872,72419.984000601,70360.047201119,71539.919945719,511399.68506058
2021-10-14,72099.905702194,73009.920372901,71650.041401882,72869.848300914,576799.49224586
2021-10-15,72710.111683184,72910.08498682,70570.004043363,72779.996453441,1058899.7463651
2021-10-18,73149.992444888,74479.920800084,73009.920372901,73480.054281903,726699.92922897
2021-10-19,73800.13258031,75169.995089938,73630.109892499,75029.923017951,498099.58123852
2021-10-20,75660.096076157,76119.943915078,75359.984854966,75500.056926953,446699.97032492
2021-10-21,75189.962167154,75729.980846414,73199.910137929,73250.130362443,574399.74192282
2021-10-22,72700.128144576,73729.94527858,72089.922163586,72779.996453441,606299.89401317
2021-10-25,71709.94263353,71770.146396652,69230.09214956,70000.034748279,877399.29135406
2021-10-26,71070.08856819,73779.862971621,70819.89504004,73529.971974944,814900.0088361
2021-10-27,73500.02135912,74889.850945964,72910.08498682,74889.850945964,490199.57673155
2021-10-28,73850.050273351,75169.995089938,73699.994662756,74449.970184259,471299.39440081
2021-10-29,74439.986645651,75860.069379793,73389.899902957,75510.040465561,622699.84060789
2021-11-01,77500.092494787,79360.055990633,77219.948350812,78699.932316603,937299.83598776
2021-11-02,77670.115182598,79269.901611687,77619.894958084,78990.059999185,538999.45812852
2021-11-04,80490.011042192,81380.058635683,78519.926090183,79219.983918646,708700.14908556
2021-11-05,80110.031512136,80480.027503584,79099.878923875,80029.860671798,493599.88411076
2021-11-08,80499.9945808,80600.132498355,78329.936325155,78509.942551575,466099.60482344
2021-11-09,77989.890949532,78280.018632115,75989.855381699,76030.092067604,716099.37924827
2021-11-10,75609.875851643,76370.137443227,75300.083623317,75719.997307806,457800.30301753
